,field_1,LEGALLAND,Mer,TP,RG,Qrtsec,Section,Qrt,Series,Slope,OM,Name,Name_2,Name_3,Name_4,easting,northing,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m,precip_spring,precip_summer,temperature_high,MODIS_NDVI_May_Oct,MODIS_NDVI_May,MODIS_NDVI_June,MODIS_NDVI_July,MODIS_NDVI_Aug,MODIS_NDVI_Sept,MODIS_NDVI_Oct,MODIS_NDVI_SD,MODIS_NDVI_Max_Min,MODIS_NDVI_Max_Month
1371,1372,NW-08-09-21-3,W3,9,21,NW08,8,NW,CYA,M,3.4,CYPRESS ORTHIC DARK,BROWN,,,224511.6416,5514938.348,709.9375,1004.1875,1230.25,1912,3158.6667,3017.3809,2774.9375,1.2078882,1.7577237,0.7805012,0.8180979,0.37790585,0.51369107,0.22403568,0.38850206,0.137425456678899,0.56697695761857,0.760246037102523,0.335180414557804,0.580643187216433,0.693639,1.0804281,1.9701898,5.094699,4.7781663,17.847979,1.8367436,1.5451719,1.4912049,3.574806,463.511,288.37247,0.36171135,0.3191443,1.6732546,911.945,8.659999,3.5889556,145.577100086802,241.396433845992,14.487804,0.50170034,0.38960424,0.57849216,0.67728966,0.52561265,0.3967363,0.33664972,0.34063995,0.26606965,7
1372,1373,NW-08-12-21-3,W3,12,21,NW08,8,NW,FXD,C,1.2,FOX VALLEY REGO BROWN,,,,224534.2695,5544139.258,956.375,1370.6666,1637.75,2310.8948,3431.5557,3001.243,2999.7334,0.91734767,1.637056,0.7395584,0.8132081,0.21005249,0.46761,0.141679,0.33199957,0.133168683320867,0.314535911677093,0.696561902692441,0.211909082458896,0.530658591975776,0.7501943,1.212619,2.706758,3.190958,1.9788816,6.7846847,2.695528,2.0894494,1.1622185,1.6548179,451.50992,288.67966,0.37938598,0.689693,3.5036244,791.93896,7.5819917,1.5768626,141.520808302693,238.151669116945,16.780487,0.4419571,0.38718194,0.6226083,0.6296623,0.40466735,0.32245263,0.28376415,0.34589812,0.24206512,7
1373,1374,NW-08-12-21-3,W3,12,21,NW08,8,NW,FXF,D,2.9,,,,,224534.2695,5544139.258,956.375,1370.6666,1637.75,2310.8948,3431.5557,3001.243,2999.7334,0.91734767,1.637056,0.7395584,0.8132081,0.21005249,0.46761,0.141679,0.33199957,0.133168683320867,0.314535911677093,0.696561902692441,0.211909082458896,0.530658591975776,0.7501943,1.212619,2.706758,3.190958,1.9788816,6.7846847,2.695528,2.0894494,1.1622185,1.6548179,451.50992,288.67966,0.37938598,0.689693,3.5036244,791.93896,7.5819917,1.5768626,141.520808302693,238.151669116945,16.780487,0.4419571,0.38718194,0.6226083,0.6296623,0.40466735,0.32245263,0.28376415,0.34589812,0.24206512,7
1374,1375,NW-08-12-21-3,W3,12,21,NW08,8,NW,FXA,M,2.2,FOX VALLEY ORTHIC BROWN,,,,224534.2695,5544139.258,956.375,1370.6666,1637.75,2310.8948,3431.5557,3001.243,2999.7334,0.91734767,1.637056,0.7395584,0.8132081,0.21005249,0.46761,0.141679,0.33199957,0.133168683320867,0.314535911677093,0.696561902692441,0.211909082458896,0.530658591975776,0.7501943,1.212619,2.706758,3.190958,1.9788816,6.7846847,2.695528,2.0894494,1.1622185,1.6548179,451.50992,288.67966,0.37938598,0.689693,3.5036244,791.93896,7.5819917,1.5768626,141.520808302693,238.151669116945,16.780487,0.4419571,0.38718194,0.6226083,0.6296623,0.40466735,0.32245263,0.28376415,0.34589812,0.24206512,7
1375,1376,NW-08-23-26-2,W2,23,26,NW08,8,NW,WRE,,4.9,WEYBURN ELUVIATED DARK BROW,,,,457375.8837,5644044.304,851.9,1171.9286,1412.4,2134.575,3414.55,2997.86,3048.5625,1.0198371,1.776753,0.76722157,0.8236277,0.32298276,0.51360273,0.18698958,0.35557288,0.145840604480956,0.482465346289594,0.799932060251345,0.280381594556001,0.584143238104847,0.26504612,0.444742,0.7042061,0.9238408,0.6700359,5.8012066,0.5775963,0.495144,0.4811093,0.58555394,487.5889,288.94266,0.20516309,0.60258156,2.9657054,533.2194,9.554779,1.9559611,137.258458071591,266.984399378403,12.780488,0.31069806,0.23614241,0.37301558,0.5805363,0.3925795,0.2791386,0.2573858,0.3443939,0.22072314,7
1376,1377,NW-08-24-20-3,W3,24,20,NW08,8,NW,SCD,,2.9,SCEPTRE REGO BROWN,,,,236001.7542,5660389.073,,,,,,,,0.7718679,1.526095,0.705558,0.7981197,0.18507071,0.52350676,0.12267746,0.3277499,0.150626340663986,0.278189528682143,0.766727988143099,0.183389062509431,0.514998428482959,1.0013446,1.1875391,1.1237768,1.6037185,1.1013229,7.6993203,1.3544096,0.8584293,0.3576217,0.8472267,426.11932,288.77103,0.12071623,0.4438747,1.3412893,604.998,7.4544625,1.6935763,128.476935118323,234.684182154567,15.926829,0.23635858,0.16683017,0.2591073,0.5966877,0.32686657,0.20877816,0.19051199,0.4298575,0.20336509,7
1377,1378,NW-08-31-23-3,W3,31,23,NW08,8,NW,KHE,C,2.9,KETTLEHUT BROWN SOLOD,,,,207027.0181,5730045.525,834.6818,1148.8,1388.25,2041.8636,2901.3333,2983.6387,2458.1667,0.8569439,1.4110107,0.7389923,0.8013343,0.24466993,0.5207526,0.16254473,0.3306802,0.148185824832875,0.368268204582014,0.774718250700185,0.243520691404064,0.491739163173411,0.28002125,0.4204874,0.69437844,2.1091676,1.9964466,6.3287854,0.59974444,0.55075884,0.5792171,1.329546,430.2026,288.22177,0.11193123,0.4440344,1.4987863,624.95703,10.002127,1.8765597,124.768864954296,239.310677771155,10.439024,0.31075564,0.2016166,0.30683482,0.69381094,0.50486577,0.26331294,0.22100584,0.49219435,0.24785684,7
1378,1379,NW-08-35-10-2,W2,35,10,NW08,8,NW,WHA,C,8.3,WHITEWOOD ORTHIC DARK GRAY,,,,609531.2453,5761645.763,665.625,923.8333,1090.5,1655.8,3019.625,2985.53,2711.9,1.9641348,2.650571,0.82489425,0.8434613,0.5644427,0.6491189,0.1977398,0.46972752,0.199419858504461,0.849704225602311,0.96120890820252,0.296095495865259,0.577013697491247,0.5064744,0.8592343,1.3094121,3.5119739,3.1059182,10.248636,1.1355875,1.1353688,1.0946536,2.0921953,567.81116,287.79288,0.38234556,0.30882722,1.7542578,521.89746,9.463772,3.9279807,151.454470347836,313.798505056946,4,0.3708955,0.22922249,0.44262078,0.7675463,0.6002337,0.33408183,0.25945985,0.5383238,0.28279775,7
1379,1380,NW-08-35-10-2,W2,35,10,NW08,8,NW,WHA,L,8.5,WHITEWOOD ORTHIC DARK GRAY,,,,609531.2453,5761645.763,665.625,923.8333,1090.5,1655.8,3019.625,2985.53,2711.9,1.9641348,2.650571,0.82489425,0.8434613,0.5644427,0.6491189,0.1977398,0.46972752,0.199419858504461,0.849704225602311,0.96120890820252,0.296095495865259,0.577013697491247,0.5064744,0.8592343,1.3094121,3.5119739,3.1059182,10.248636,1.1355875,1.1353688,1.0946536,2.0921953,567.81116,287.79288,0.38234556,0.30882722,1.7542578,521.89746,9.463772,3.9279807,151.454470347836,313.798505056946,4,0.3708955,0.22922249,0.44262078,0.7675463,0.6002337,0.33408183,0.25945985,0.5383238,0.28279775,7
1380,1381,NW-08-35-14-2,W2,35,14,NW08,8,NW,QUZ,,6.2,,,,,570317.5769,5760940.585,589,771.0714,891.5,1461.1562,2712.875,2969.7083,2501.3333,1.7252396,2.12254,0.8089978,0.82668895,0.5539412,0.54032356,0.22215882,0.40925667,0.187166250622675,0.830805569718212,0.928096148768311,0.333189587884429,0.587500354225824,0.4102454,0.4972341,0.64335877,1.1488682,1.0560517,3.4401503,0.583072,0.47408795,0.37969276,0.7629083,547.498,287.9964,0.2771883,0.36140585,1.5015262,502.95773,9.248398,2.656448,146.456980520985,301.903030099864,4.268293,0.4041083,0.2514467,0.5645428,0.75122416,0.5464516,0.36080116,0.27523354,0.49977747,0.27786216,7
1381,1382,NW-08-37-21-2,W2,37,21,NW08,8,NW,OXA,L,4.6,OXBOW ORTHIC BLACK,,,,501739.5642,5779851.989,691.6905,952.6923,1111.4584,1656.6945,2950.25,2969.2334,2680.139,1.4791186,2.2087755,0.8021787,0.83527386,0.42697656,0.67425805,0.18253362,0.35269016,0.190004368364864,0.640989508509626,0.909711490594037,0.272406171867031,0.571276769528828,,0.2715212,0.67697173,1.3635738,0.79445535,5.3366675,0.52225465,0.38632694,0.27255395,0.58845,517.68286,288.24838,0.06511977,0.5325599,2.5413768,537.5932,10.042657,2.2306252,139.657414078653,285.713382936381,5.4634147,0.32409108,0.21851942,0.41345388,0.75607914,0.5834694,0.2910625,0.2346272,0.53755975,0.2753934,7
1382,1383,NW-08-37-21-2,W2,37,21,NW08,8,NW,OXA,M,5.1,OXBOW ORTHIC BLACK,,,,501739.5642,5779851.989,691.6905,952.6923,1111.4584,1656.6945,2950.25,2969.2334,2680.139,1.4791186,2.2087755,0.8021787,0.83527386,0.42697656,0.67425805,0.18253362,0.35269016,0.190004368364864,0.640989508509626,0.909711490594037,0.272406171867031,0.571276769528828,,0.2715212,0.67697173,1.3635738,0.79445535,5.3366675,0.52225465,0.38632694,0.27255395,0.58845,517.68286,288.24838,0.06511977,0.5325599,2.5413768,537.5932,10.042657,2.2306252,139.657414078653,285.713382936381,5.4634147,0.32409108,0.21851942,0.41345388,0.75607914,0.5834694,0.2910625,0.2346272,0.53755975,0.2753934,7
1383,1384,NW-08-37-21-2,W2,37,21,NW08,8,NW,OXC,U,5.3,OXBOW CALCAREOUS BLACK,,,,501739.5642,5779851.989,691.6905,952.6923,1111.4584,1656.6945,2950.25,2969.2334,2680.139,1.4791186,2.2087755,0.8021787,0.83527386,0.42697656,0.67425805,0.18253362,0.35269016,0.190004368364864,0.640989508509626,0.909711490594037,0.272406171867031,0.571276769528828,,0.2715212,0.67697173,1.3635738,0.79445535,5.3366675,0.52225465,0.38632694,0.27255395,0.58845,517.68286,288.24838,0.06511977,0.5325599,2.5413768,537.5932,10.042657,2.2306252,139.657414078653,285.713382936381,5.4634147,0.32409108,0.21851942,0.41345388,0.75607914,0.5834694,0.2910625,0.2346272,0.53755975,0.2753934,7
1384,1385,NW-08-38-21-3,W3,38,21,NW08,8,NW,STW,M,4.3,SCOTT SOLONETZIC DARK BROWN,,,,228868.846,5796983.365,747.45,1051.5625,1307.9,2072.6,3337.9,2998.65,2919.25,1.1488626,2.194655,0.78197503,0.8403135,0.3650473,0.6080695,0.18122444,0.3648769,0.179135459268785,0.545957637579787,0.91559665615564,0.272353425905805,0.535040878868455,0.47114104,0.51811266,0.5149982,0.70679104,0.5875894,9.394794,0.8685202,0.40120906,0.04960447,0.3923585,453.402,287.96997,0.42170167,0.71085083,4.5413494,635.3742,9.0419855,1.8472614,124.035029780529,250.949210632577,7.097561,0.3192477,0.2235093,0.38515666,0.7949766,0.5212288,0.28747752,0.24709535,0.5714673,0.26978585,7
1385,1386,NW-08-38-22-2,W2,38,22,NW08,8,NW,OXC,,4.9,OXBOW CALCAREOUS BLACK,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1386,1387,NW-08-38-22-2,W2,38,22,NW08,8,NW,OXA,,6.2,OXBOW ORTHIC BLACK,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1387,1388,NW-08-38-22-2,W2,38,22,NW08,8,NW,MWA,,6.7,MEADOW ORTHIC GLEYSOL,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1388,1389,NW-08-38-22-2,W2,38,22,NW08,8,NW,OXA,M,6.2,OXBOW ORTHIC BLACK,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1389,1390,NW-08-38-22-2,W2,38,22,NW08,8,NW,MWC,L,6.7,MEADOW ORTHIC HUMIC GLEYSOL,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1390,1391,NW-08-38-22-2,W2,38,22,NW08,8,NW,OXC,U,4.9,OXBOW CALCAREOUS BLACK,,,,492024.393,5789568.188,692,955.2727,1115.75,1686.6945,2952.6904,3001.1155,2664.0833,1.8509188,2.6314821,0.8154225,0.8407958,0.5490201,0.63570535,0.17679122,0.32204723,0.210417575138016,0.826352943410607,0.967102247837915,0.263122171834397,0.549112827873978,0.4857047,0.48720896,0.48970228,1.1325996,1.0423954,5.0460453,0.5801858,0.5469157,0.5305189,0.76541454,516.8253,288.21887,0.25771546,0.6288577,2.7271528,528.08887,8.209126,1.6103435,139.539541211942,285.543327265322,5.5609756,0.32418507,0.21767014,0.4897628,0.8000873,0.598992,0.2868478,0.23442106,0.58241713,0.2924645,7
1391,1392,NW-08-42-01-3,W3,42,1,NW08,8,NW,HMA,M,7.2,HAMLIN ORTHIC BLACK,,,,424096.0854,5833971.78,,,,,,,,2.158819,2.3283153,0.8332725,0.8369576,0.60641867,0.6648372,0.34148028,0.43994963,0.162705555003402,0.908866309794698,0.932203516572585,0.511295381349339,0.596604528344334,7.8543305,12.609578,15.190526,16.41875,15.343276,15.017815,15.415581,15.503539,13.009082,17.430437,501.09372,288.20914,0.6535397,0.17323014,5.145318,422.63998,6.2558045,23.98972,135.528111642588,276.83892914662,5.804878,0.48986807,0.28352726,0.544814,0.671914,0.6151607,0.45118168,0.28686437,0.38838673,0.26678368,7
1392,1393,NW-08-42-22-2,W2,42,22,NW08,8,NW,CFE,L,6.3,CUT KNIFE ELUVIATED,BLACK,,,490385.5681,5828408.796,698.5,939.5,1086,1639.1666,2937.8333,2969.024,2571.7222,2.4147472,2.6387248,0.84014297,0.845156,0.6223775,0.6724855,0.2392228,0.37547934,0.197489198695459,0.932547367570206,0.955019962312046,0.358455504255525,0.595393193732701,0.41420507,0.567235,0.8176395,1.9006755,1.3927908,9.569025,0.8457832,0.83682644,0.4213816,0.9972334,523.8869,288.07596,0.130125,0.4349375,2.3179061,430.24774,9.521013,3.011466,140.300393612797,289.691947294913,4.8292685,0.503607,0.27178526,0.4718592,0.75840014,0.68739676,0.5003605,0.35343787,0.48661488,0.29467428,7
1393,1394,NW-08-42-22-2,W2,42,22,NW08,8,NW,NCA,M,5.7,NAICAM ORTHIC BLACK,,,,490385.5681,5828408.796,698.5,939.5,1086,1639.1666,2937.8333,2969.024,2571.7222,2.4147472,2.6387248,0.84014297,0.845156,0.6223775,0.6724855,0.2392228,0.37547934,0.197489198695459,0.932547367570206,0.955019962312046,0.358455504255525,0.595393193732701,0.41420507,0.567235,0.8176395,1.9006755,1.3927908,9.569025,0.8457832,0.83682644,0.4213816,0.9972334,523.8869,288.07596,0.130125,0.4349375,2.3179061,430.24774,9.521013,3.011466,140.300393612797,289.691947294913,4.8292685,0.503607,0.27178526,0.4718592,0.75840014,0.68739676,0.5003605,0.35343787,0.48661488,0.29467428,7
1394,1395,NW-08-42-22-2,W2,42,22,NW08,8,NW,CFA,U,6.4,CUT KNIFE ORTHIC,BLACK,,,490385.5681,5828408.796,698.5,939.5,1086,1639.1666,2937.8333,2969.024,2571.7222,2.4147472,2.6387248,0.84014297,0.845156,0.6223775,0.6724855,0.2392228,0.37547934,0.197489198695459,0.932547367570206,0.955019962312046,0.358455504255525,0.595393193732701,0.41420507,0.567235,0.8176395,1.9006755,1.3927908,9.569025,0.8457832,0.83682644,0.4213816,0.9972334,523.8869,288.07596,0.130125,0.4349375,2.3179061,430.24774,9.521013,3.011466,140.300393612797,289.691947294913,4.8292685,0.503607,0.27178526,0.4718592,0.75840014,0.68739676,0.5003605,0.35343787,0.48661488,0.29467428,7
1395,1396,NW-08-42-24-2,W2,42,24,NW08,8,NW,CFA,U,7,CUT KNIFE ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1396,1397,NW-08-42-24-2,W2,42,24,NW08,8,NW,NCA,L,7,NAICAM ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1397,1398,NW-08-42-24-2,W2,42,24,NW08,8,NW,NCA,L,8.7,NAICAM ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1398,1399,NW-08-42-24-2,W2,42,24,NW08,8,NW,NCA,,8.7,NAICAM ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1399,1400,NW-08-42-24-2,W2,42,24,NW08,8,NW,CFA,,7,CUT KNIFE ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1400,1401,NW-08-42-24-2,W2,42,24,NW08,8,NW,NCA,,7.3,NAICAM ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1401,1402,NW-08-42-24-2,W2,42,24,NW08,8,NW,NCA,M,7.3,NAICAM ORTHIC BLACK,,,,470965.2098,5828480.268,661.8333,899.55,1028,1654.95,2886,2965.9844,2632,2.0559077,2.5064023,0.82543314,0.83681315,0.5993821,0.6652782,0.2180168,0.4263493,0.203626225317373,0.900176819380762,0.96239949867889,0.326977836910071,0.622867652649912,0.6993523,1.2019237,2.2682137,4.1015825,3.8566084,7.6015196,1.8091352,1.7114873,1.5557896,3.0126464,517.8346,288.07098,0.065974504,0.46701276,2.1511636,446.8511,8.690916,2.4584897,138.943910890825,286.205272759138,5.1707315,0.46695268,0.26061612,0.5375771,0.77163297,0.6579014,0.41977373,0.306682,0.51101685,0.29347354,7
1402,1403,NW-08-44-20-2,W2,44,20,NW08,8,NW,MRA,T,10.3,MELFORT ORTHIC BLACK,,,,508363.27,5847791.355,650.9643,875.4,1027.6666,1513.0834,2569.5833,2981.8223,2279.8572,2.9189928,3.335824,0.8469149,0.8556541,0.6553833,0.69240147,0.19622743,0.35590643,0.233057299151472,0.982837554703224,1.03402646342419,0.295370809837182,0.580715874997764,,0.36081186,0.704963,1.39444,1.1862597,5.3349037,0.5497594,0.5500562,0.56538147,0.857142,531.1388,288.03882,0.11388371,0.44305813,1.5140427,397.28085,10.157474,1.9032124,141.283823974512,293.913040934475,4.512195,0.33266166,0.21612899,0.321289,0.70459825,0.6745226,0.30203533,0.23641877,0.48846924,0.2746588,7
1403,1404,NW-08-44-20-2,W2,44,20,NW08,8,NW,MRA,,9.7,MELFORT ORTHIC BLACK,,,,508363.27,5847791.355,650.9643,875.4,1027.6666,1513.0834,2569.5833,2981.8223,2279.8572,2.9189928,3.335824,0.8469149,0.8556541,0.6553833,0.69240147,0.19622743,0.35590643,0.233057299151472,0.982837554703224,1.03402646342419,0.295370809837182,0.580715874997764,,0.36081186,0.704963,1.39444,1.1862597,5.3349037,0.5497594,0.5500562,0.56538147,0.857142,531.1388,288.03882,0.11388371,0.44305813,1.5140427,397.28085,10.157474,1.9032124,141.283823974512,293.913040934475,4.512195,0.33266166,0.21612899,0.321289,0.70459825,0.6745226,0.30203533,0.23641877,0.48846924,0.2746588,7
1404,1405,NW-08-44-20-2,W2,44,20,NW08,8,NW,MRB,,11.1,MELFORT GLEYED BLACK,,,,508363.27,5847791.355,650.9643,875.4,1027.6666,1513.0834,2569.5833,2981.8223,2279.8572,2.9189928,3.335824,0.8469149,0.8556541,0.6553833,0.69240147,0.19622743,0.35590643,0.233057299151472,0.982837554703224,1.03402646342419,0.295370809837182,0.580715874997764,,0.36081186,0.704963,1.39444,1.1862597,5.3349037,0.5497594,0.5500562,0.56538147,0.857142,531.1388,288.03882,0.11388371,0.44305813,1.5140427,397.28085,10.157474,1.9032124,141.283823974512,293.913040934475,4.512195,0.33266166,0.21612899,0.321289,0.70459825,0.6745226,0.30203533,0.23641877,0.48846924,0.2746588,7
1405,1406,NW-08-44-20-2,W2,44,20,NW08,8,NW,MRA,,9.7,MELFORT ORTHIC BLACK,,,,508363.27,5847791.355,650.9643,875.4,1027.6666,1513.0834,2569.5833,2981.8223,2279.8572,2.9189928,3.335824,0.8469149,0.8556541,0.6553833,0.69240147,0.19622743,0.35590643,0.233057299151472,0.982837554703224,1.03402646342419,0.295370809837182,0.580715874997764,,0.36081186,0.704963,1.39444,1.1862597,5.3349037,0.5497594,0.5500562,0.56538147,0.857142,531.1388,288.03882,0.11388371,0.44305813,1.5140427,397.28085,10.157474,1.9032124,141.283823974512,293.913040934475,4.512195,0.33266166,0.21612899,0.321289,0.70459825,0.6745226,0.30203533,0.23641877,0.48846924,0.2746588,7
